代码,专业组名称
5343,湖南文理学院01专业组(不限)
5343,湖南文理学院02专业组(化学或地理)
5343,湖南文理学院03专业组(思想政治)
5349,湖南第一师范学院01专业组(不限)
5349,湖南第一师范学院02专业组(思想政治)
5351,湖南理工学院01专业组(不限)
5355,湖南城市学院01专业组(不限)
5355,湖南城市学院02专业组(思想政治)
5355,湖南城市学院03专业组(地理)
5361,吉首大学01专业组(不限)
5371,邵阳学院01专业组(不限)
5371,邵阳学院02专业组(思想政治)
5380,长沙师范学院01专业组(不限)
5381,湘南学院01专业组(不限)
5381,湘南学院02专业组(化学)
5385,怀化学院01专业组(不限)
5385,怀化学院02专业组(化学或生物)
5385,怀化学院03专业组(思想政治)
5391,湖南科技学院01专业组(不限)
5391,湖南科技学院02专业组(思想政治)
5393,湖南女子学院01专业组(不限)
5401,中山大学01专业组(不限)
5401,中山大学02专业组(不限)
5401,中山大学03专业组(思想政治)
5402,华南理工大学01专业组(不限)
5404,广东外语外贸大学01专业组(不限)
5404,广东外语外贸大学02专业组(思想政治)
5407,暨南大学01专业组(不限)
5407,暨南大学02专业组(不限)
5407,暨南大学03专业组(不限)
5407,暨南大学04专业组(不限)
5408,广州美术学院01专业组(不限)
5412,广东金融学院01专业组(不限)
5413,华南师范大学01专业组(不限)
5414,广东财经大学01专业组(不限)
5418,哈尔滨工业大学(深圳)01专业组(不限)
5420,广州中医药大学01专业组(化学或生物)
5421,汕头大学01专业组(不限)
5422,南方医科大学01专业组(不限)
5431,广东海洋大学01专业组(不限)
5431,广东海洋大学02专业组(思想政治或地理)
5437,韶关学院01专业组(不限)
5451,深圳大学01专业组(不限)
5461,北京师范大学-香港浸会大学联合国际学院01专业组(不限)
5477,岭南师范学院01专业组(不限)
5478,广东工业大学01专业组(不限)
5479,深圳技术大学01专业组(不限)
5480,深圳北理莫斯科大学02专业组(不限)
5502,广西中医药大学01专业组(不限)
5502,广西中医药大学02专业组(不限)
5502,广西中医药大学03专业组(生物)
5504,南宁师范大学01专业组(不限)
5504,南宁师范大学02专业组(思想政治或地理)
5505,玉林师范学院01专业组(不限)
5505,玉林师范学院02专业组(不限)
5506,广西艺术学院01专业组(不限)
5507,北部湾大学01专业组(不限)
5510,桂林医学院01专业组(不限)
5511,广西师范大学01专业组(不限)
5511,广西师范大学02专业组(思想政治)
5512,桂林理工大学01专业组(不限)
5517,右江民族医学院01专业组(不限)
5518,广西民族师范学院01专业组(不限)
5519,贺州学院01专业组(不限)
5521,桂林航天工业学院01专业组(不限)
5522,桂林旅游学院01专业组(不限)
5522,桂林旅游学院02专业组(不限)
5522,桂林旅游学院03专业组(化学或地理)
5527,广西科技师范学院01专业组(不限)
5527,广西科技师范学院02专业组(思想政治或地理)
5531,广西科技大学01专业组(不限)
5532,广西民族大学01专业组(不限)
5532,广西民族大学02专业组(不限)
5532,广西民族大学03专业组(不限)
5532,广西民族大学04专业组(思想政治)
5561,梧州学院01专业组(不限)
5561,梧州学院02专业组(思想政治或地理)
5601,海南大学01专业组(不限)
5601,海南大学02专业组(不限)
5601,海南大学03专业组(不限)
5601,海南大学04专业组(化学或地理)
5601,海南大学05专业组(思想政治)
5602,海南师范大学01专业组(不限)
5602,海南师范大学02专业组(不限)
5603,海南医学院01专业组(不限)
5603,海南医学院02专业组(化学)
5604,海南热带海洋学院01专业组(不限)
5604,海南热带海洋学院02专业组(不限)
5604,海南热带海洋学院03专业组(不限)
5604,海南热带海洋学院04专业组(思想政治)
5619,琼台师范学院01专业组(不限)
5619,琼台师范学院02专业组(思想政治)
6101,四川大学02专业组(不限)
6101,四川大学03专业组(不限)
6101,四川大学04专业组(思想政治)
6102,西南交通大学01专业组(不限)
6102,西南交通大学02专业组(思想政治)
6103,西南财经大学01专业组(不限)
6105,西南民族大学01专业组(不限)
6106,成都理工大学01专业组(不限)
6107,成都信息工程大学01专业组(不限)
6108,成都体育学院01专业组(不限)
6108,成都体育学院02专业组(化学)
6109,四川音乐学院01专业组(不限)
6110,西华大学01专业组(不限)
6110,西华大学02专业组(思想政治)
6114,成都大学01专业组(不限)
6114,成都大学02专业组(不限)
6115,四川轻化工大学01专业组(不限)
6117,西昌学院01专业组(不限)
6120,四川警察学院01专业组(思想政治)
6129,成都师范学院01专业组(不限)
6129,成都师范学院02专业组(化学或地理)
6131,西南科技大学01专业组(不限)
6140,四川师范大学01专业组(不限)
6140,四川师范大学02专业组(思想政治或地理)
6142,西华师范大学01专业组(不限)
6144,绵阳师范学院01专业组(不限)
6151,乐山师范学院01专业组(不限)
6161,川北医学院01专业组(不限)
6181,宜宾学院01专业组(不限)
6187,攀枝花学院01专业组(不限)
6201,重庆大学01专业组(不限)
6202,西南大学01专业组(不限)
6202,西南大学02专业组(化学或生物)
6202,西南大学03专业组(化学或地理)
6203,西南政法大学01专业组(不限)
6203,西南政法大学02专业组(不限)
6205,重庆医科大学01专业组(化学或生物)
6206,重庆工商大学01专业组(不限)
6206,重庆工商大学02专业组(不限)
6206,重庆工商大学03专业组(思想政治或地理)
6207,重庆交通大学01专业组(不限)
6208,重庆理工大学01专业组(不限)
6209,重庆邮电大学01专业组(不限)
6210,重庆师范大学01专业组(不限)
6210,重庆师范大学02专业组(化学或地理)
6210,重庆师范大学03专业组(思想政治)
6211,四川美术学院01专业组(不限)
6212,四川外国语大学02专业组(不限)
6212,四川外国语大学03专业组(不限)
6212,四川外国语大学04专业组(不限)
6212,四川外国语大学05专业组(不限)
6212,四川外国语大学06专业组(思想政治)
6213,重庆三峡学院01专业组(不限)
6214,长江师范学院01专业组(不限)
6215,重庆文理学院01专业组(不限)
6221,重庆科技学院01专业组(不限)
6301,贵州大学01专业组(不限)
6302,贵州中医药大学01专业组(不限)
6303,贵州医科大学01专业组(不限)
6304,贵州财经大学01专业组(不限)
6304,贵州财经大学02专业组(不限)
6306,贵州师范大学01专业组(思想政治)
6308,安顺学院01专业组(不限)
6308,安顺学院02专业组(思想政治)
6308,安顺学院03专业组(思想政治或地理)
6310,黔南民族师范学院01专业组(不限)
6315,贵州工程应用技术学院01专业组(不限)
6316,贵州商学院01专业组(不限)
6316,贵州商学院02专业组(不限)
6319,贵州理工学院01专业组(不限)
6320,六盘水师范学院01专业组(不限)
6323,贵州警察学院01专业组(思想政治)
6324,贵阳康养职业大学01专业组(不限)
6401,云南大学01专业组(不限)
6402,云南师范大学01专业组(不限)
6402,云南师范大学02专业组(化学或地理)
6402,云南师范大学03专业组(地理)
6403,云南艺术学院01专业组(不限)
6404,昆明理工大学01专业组(不限)
6405,云南农业大学01专业组(不限)
6405,云南农业大学02专业组(不限)
6405,云南农业大学03专业组(化学或生物)
6407,玉溪师范学院01专业组(不限)
6408,云南财经大学01专业组(不限)
6409,楚雄师范学院01专业组(不限)
6410,昆明学院01专业组(不限)
6410,昆明学院02专业组(地理)
6411,大理大学01专业组(不限)
6411,大理大学02专业组(不限)
6411,大理大学03专业组(思想政治)
6411,大理大学04专业组(思想政治或地理)
6413,红河学院01专业组(不限)
6414,云南民族大学01专业组(不限)
6417,曲靖师范学院01专业组(化学或地理)
6419,普洱学院01专业组(不限)
6420,文山学院01专业组(思想政治或地理)
6421,云南警官学院01专业组(思想政治)
7101,西北大学01专业组(不限)
7101,西北大学02专业组(不限)
7101,西北大学03专业组(思想政治)
7101,西北大学04专业组(思想政治或地理)
7102,西北工业大学01专业组(不限)
7103,陕西师范大学01专业组(不限)
7103,陕西师范大学02专业组(思想政治)
7104,西安交通大学01专业组(不限)
7104,西安交通大学02专业组(思想政治)
7107,长安大学01专业组(不限)
7109,西北政法大学01专业组(不限)
7110,西安工程大学01专业组(不限)
7110,西安工程大学02专业组(化学)
7111,西安财经大学01专业组(不限)
7113,西安石油大学01专业组(不限)
7114,西安医学院01专业组(不限)
7115,西安工业大学01专业组(不限)
7116,西安邮电大学01专业组(不限)
7117,西安外国语大学02专业组(不限)
7122,西安文理学院01专业组(不限)
7138,陕西中医药大学01专业组(不限)
7140,渭南师范学院01专业组(不限)
7140,渭南师范学院02专业组(不限)
7141,西北农林科技大学01专业组(不限)
7141,西北农林科技大学02专业组(化学或生物)
7142,延安大学01专业组(不限)
7142,延安大学02专业组(思想政治)
7142,延安大学03专业组(思想政治或地理)
7150,陕西学前师范学院01专业组(不限)
7150,陕西学前师范学院02专业组(地理)
7151,陕西科技大学01专业组(不限)
7162,宝鸡文理学院01专业组(不限)
7165,咸阳师范学院01专业组(不限)
7167,陕西理工大学01专业组(不限)
7167,陕西理工大学02专业组(思想政治)
7167,陕西理工大学03专业组(思想政治或地理)
7201,兰州大学01专业组(不限)
7201,兰州大学02专业组(生物或地理)
7201,兰州大学03专业组(思想政治)
7201,兰州大学04专业组(思想政治或地理)
7201,兰州大学05专业组(地理)
7202,兰州理工大学01专业组(不限)
7202,兰州理工大学02专业组(不限)
7203,兰州财经大学01专业组(不限)
7204,兰州交通大学01专业组(不限)
7205,西北民族大学01专业组(不限)
7205,西北民族大学02专业组(思想政治)
7206,甘肃农业大学01专业组(不限)
7207,甘肃政法大学01专业组(不限)
7207,甘肃政法大学02专业组(思想政治)
7211,陇东学院01专业组(不限)
7214,西北师范大学01专业组(不限)
7216,天水师范学院01专业组(不限)
7218,兰州城市学院01专业组(不限)
7218,兰州城市学院02专业组(地理)
7219,兰州文理学院01专业组(不限)
7302,青海民族大学01专业组(不限)
7303,青海师范大学01专业组(不限)
7401,北方民族大学01专业组(不限)
7402,宁夏大学01专业组(不限)
7501,新疆大学01专业组(不限)
7502,新疆师范大学01专业组(不限)
7502,新疆师范大学02专业组(思想政治)
7503,新疆农业大学01专业组(不限)
7503,新疆农业大学02专业组(化学或地理)
7505,新疆财经大学01专业组(不限)
7507,昌吉学院01专业组(不限)
7511,石河子大学01专业组(不限)
7512,新疆科技学院01专业组(不限)
7513,新疆理工学院01专业组(不限)
7521,伊犁师范大学01专业组(不限)
7521,伊犁师范大学02专业组(思想政治)
7529,喀什大学01专业组(不限)
7529,喀什大学02专业组(思想政治)
7529,喀什大学03专业组(思想政治或地理)
8001,上海杉达学院01专业组(不限)
8002,上海建桥学院01专业组(不限)
8003,上海兴伟学院01专业组(不限)
8004,上海视觉艺术学院01专业组(不限)
8005,上海外国语大学贤达经济人文学院01专业组(不限)
8006,上海师范大学天华学院01专业组(不限)
8023,上海立达学院01专业组(不限)
8029,上海中侨职业技术大学01专业组(不限)
8030,浙江万里学院01专业组(不限)
8031,浙江树人学院01专业组(不限)
8032,浙江越秀外国语学院01专业组(不限)
8032,浙江越秀外国语学院02专业组(不限)
8033,宁波财经学院01专业组(不限)
8036,浙江工业大学之江学院01专业组(不限)
8037,浙江师范大学行知学院01专业组(不限)
8038,宁波大学科学技术学院01专业组(不限)
8042,浙江农林大学暨阳学院01专业组(不限)
8046,绍兴文理学院元培学院01专业组(不限)
8048,浙江工商大学杭州商学院01专业组(不限)
8051,浙江财经大学东方学院01专业组(不限)
8052,温州商学院01专业组(不限)
8054,上海财经大学浙江学院01专业组(不限)
8077,浙江广厦建设职业技术大学01专业组(不限)
8080,安徽三联学院01专业组(不限)
8081,安徽新华学院01专业组(不限)
8082,安徽文达信息工程学院01专业组(不限)
8083,安徽外国语学院01专业组(不限)
8084,蚌埠工商学院01专业组(不限)
8085,安徽大学江淮学院01专业组(不限)
8087,马鞍山学院01专业组(不限)
8088,合肥城市学院01专业组(不限)
8090,安徽师范大学皖江学院01专业组(不限)
8094,皖江工学院01专业组(不限)
8094,皖江工学院02专业组(化学或生物)
8120,厦门华厦学院01专业组(不限)
8121,闽南理工学院01专业组(不限)
8124,厦门工学院01专业组(不限)
8125,阳光学院01专业组(不限)
8125,阳光学院02专业组(不限)
8126,厦门大学嘉庚学院01专业组(不限)
8127,福州大学至诚学院01专业组(不限)
8128,集美大学诚毅学院01专业组(不限)
8130,福州外语外贸学院01专业组(不限)
8132,仰恩大学01专业组(不限)
8170,江西科技学院01专业组(不限)
8172,南昌理工学院01专业组(不限)
8173,江西应用科技学院01专业组(不限)
8174,江西服装学院01专业组(化学)
8175,南昌工学院01专业组(不限)
8176,南昌大学科学技术学院01专业组(不限)
8177,南昌大学共青学院01专业组(不限)
8178,南昌交通学院01专业组(不限)
8180,南昌航空大学科技学院01专业组(不限)
8183,江西农业大学南昌商学院01专业组(不限)
8185,江西师范大学科学技术学院01专业组(不限)
8186,景德镇艺术职业大学01专业组(不限)
8187,南昌应用技术师范学院01专业组(不限)
8188,江西财经大学现代经济管理学院01专业组(不限)
8210,齐鲁医药学院01专业组(不限)
8211,青岛滨海学院01专业组(不限)
8212,烟台南山学院01专业组(不限)
8212,烟台南山学院02专业组(化学)
8213,潍坊科技学院01专业组(不限)
8214,山东英才学院01专业组(不限)
8215,青岛恒星科技学院01专业组(不限)
8216,青岛黄海学院01专业组(不限)
8217,山东现代学院01专业组(不限)
8217,山东现代学院02专业组(化学)
8218,山东协和学院01专业组(不限)
8219,烟台理工学院01专业组(不限)
8220,青岛城市学院01专业组(不限)
8223,泰山科技学院01专业组(不限)
8225,青岛工学院01专业组(不限)
8226,青岛农业大学海都学院01专业组(不限)
8227,齐鲁理工学院01专业组(不限)
8228,山东财经大学东方学院01专业组(不限)
8230,烟台科技学院01专业组(不限)
8231,青岛电影学院01专业组(不限)
8249,山东工程职业技术大学01专业组(不限)
8260,北京城市学院01专业组(不限)
8262,首都师范大学科德学院01专业组(不限)
8263,北京工商大学嘉华学院01专业组(不限)
8264,北京邮电大学世纪学院01专业组(不限)
8265,北京工业大学耿丹学院01专业组(不限)
8266,北京第二外国语学院中瑞酒店管理学院01专业组(不限)
8290,天津天狮学院01专业组(不限)
8291,天津外国语大学滨海外事学院01专业组(不限)
8291,天津外国语大学滨海外事学院02专业组(思想政治)
8292,天津传媒学院01专业组(不限)
8293,天津商业大学宝德学院01专业组(不限)
8294,天津医科大学临床医学院01专业组(不限)
8297,天津理工大学中环信息学院01专业组(不限)
8298,北京科技大学天津学院01专业组(不限)
8299,天津仁爱学院01专业组(不限)
8301,天津财经大学珠江学院01专业组(不限)
8313,河北科技学院01专业组(不限)
8314,河北外国语学院01专业组(不限)
8316,华北理工大学轻工学院01专业组(不限)
8318,河北经贸大学经济管理学院01专业组(不限)
8320,河北工程大学科信学院01专业组(化学)
8323,石家庄铁道大学四方学院01专业组(不限)
8324,河北地质大学华信学院01专业组(不限)
8326,保定理工学院01专业组(不限)
8327,燕京理工学院01专业组(不限)
8328,北京中医药大学东方学院01专业组(不限)
8329,沧州交通学院01专业组(不限)
8330,河北东方学院01专业组(不限)
8360,山西应用科技学院01专业组(不限)
8363,晋中信息学院01专业组(不限)
8363,晋中信息学院02专业组(化学或生物)
8364,山西晋中理工学院01专业组(不限)
8365,山西科技学院01专业组(不限)
8366,山西工商学院01专业组(思想政治或地理)
8379,运城职业技术大学01专业组(不限)
8401,辽宁对外经贸学院01专业组(不限)
8402,大连理工大学城市学院01专业组(不限)
8404,沈阳工学院01专业组(不限)
8405,大连工业大学艺术与信息工程学院01专业组(不限)
8406,大连科技学院01专业组(不限)
8407,沈阳城市建设学院01专业组(不限)
8408,大连医科大学中山学院01专业组(不限)
8411,大连财经学院01专业组(不限)
8412,沈阳城市学院01专业组(不限)
8416,大连东软信息学院01专业组(不限)
8417,辽宁师范大学海华学院01专业组(不限)
8440,吉林外国语大学01专业组(不限)
8440,吉林外国语大学02专业组(不限)
8441,长春光华学院01专业组(不限)
8442,长春工业大学人文信息学院01专业组(不限)
8443,长春电子科技学院01专业组(不限)
8444,长春财经学院01专业组(不限)
8445,吉林建筑科技学院01专业组(不限)
8446,长春建筑学院01专业组(不限)
8447,长春科技学院01专业组(不限)
8448,吉林动画学院01专业组(不限)
8449,吉林师范大学博达学院01专业组(不限)
8450,长春大学旅游学院01专业组(不限)
8451,长春人文学院01专业组(不限)
8470,黑龙江东方学院01专业组(不限)
8472,黑龙江财经学院01专业组(不限)
8473,哈尔滨石油学院01专业组(不限)
8474,哈尔滨广厦学院01专业组(不限)
8475,哈尔滨华德学院01专业组(不限)
8483,黑龙江工商学院01专业组(不限)
8501,黄河科技学院01专业组(不限)
8504,郑州财经学院01专业组(不限)
8508,郑州工商学院01专业组(不限)
8509,郑州经贸学院01专业组(不限)
8510,郑州商学院01专业组(不限)
8518,郑州西亚斯学院01专业组(不限)
8550,武汉东湖学院01专业组(不限)
8551,汉口学院01专业组(不限)
8552,武昌首义学院01专业组(不限)
8553,武昌理工学院01专业组(不限)
8554,武汉生物工程学院01专业组(不限)
8555,武汉晴川学院01专业组(不限)
8556,湖北大学知行学院01专业组(不限)
8557,武汉城市学院01专业组(不限)
8558,三峡大学科技学院01专业组(不限)
8559,湖北工业大学工程技术学院01专业组(不限)
8560,武汉工程大学邮电与信息工程学院01专业组(不限)
8561,武汉纺织大学外经贸学院01专业组(不限)
8562,武昌工学院01专业组(不限)
8563,武汉工商学院01专业组(不限)
8565,长江大学文理学院01专业组(不限)
8567,湖北汽车工业学院科技学院01专业组(不限)
8570,湖北经济学院法商学院01专业组(不限)
8571,武汉体育学院体育科技学院01专业组(不限)
8572,湖北文理学院理工学院01专业组(不限)
8573,文华学院01专业组(不限)
8574,武汉工程科技学院01专业组(不限)
8575,武汉华夏理工学院01专业组(不限)
8576,武汉传媒学院01专业组(不限)
8577,武汉设计工程学院01专业组(不限)
8601,长沙医学院01专业组(不限)
8602,湖南涉外经济学院01专业组(不限)
8603,湘潭大学兴湘学院01专业组(不限)
8604,湖南工业大学科技学院01专业组(不限)
8605,湖南科技大学潇湘学院01专业组(不限)
8606,南华大学船山学院01专业组(不限)
8607,湘潭理工学院01专业组(不限)
8609,湖南文理学院芙蓉学院01专业组(不限)
8610,湖南理工学院南湖学院01专业组(不限)
8613,吉首大学张家界学院01专业组(不限)
8614,长沙理工大学城南学院01专业组(不限)
8640,广东白云学院01专业组(不限)
8641,电子科技大学中山学院01专业组(不限)
8642,广东东软学院01专业组(不限)
8643,广州城市理工学院01专业组(不限)
8644,广州软件学院01专业组(不限)
8645,广州南方学院01专业组(不限)
8646,广东外语外贸大学南国商学院01专业组(不限)
8649,北京理工大学珠海学院01专业组(不限)
8650,珠海科技学院01专业组(不限)
8651,广州工商学院01专业组(不限)
8652,东莞城市学院01专业组(不限)
8661,广州华立学院01专业组(不限)
8665,广州新华学院01专业组(不限)
8710,南宁学院01专业组(不限)
8713,柳州工学院01专业组(不限)
8714,桂林学院01专业组(不限)
8715,广西中医药大学赛恩斯新医药学院01专业组(不限)
8715,广西中医药大学赛恩斯新医药学院02专业组(化学或生物)
8716,桂林信息科技学院01专业组(不限)
8718,广西外国语学院01专业组(不限)
8740,海口经济学院01专业组(不限)
8741,三亚学院01专业组(不限)
8741,三亚学院02专业组(不限)
8741,三亚学院03专业组(不限)
8741,三亚学院04专业组(不限)
8757,海南科技职业大学01专业组(不限)
8757,海南科技职业大学02专业组(化学和生物)
8760,成都东软学院01专业组(不限)
8761,电子科技大学成都学院01专业组(不限)
8762,成都理工大学工程技术学院01专业组(不限)
8764,成都银杏酒店管理学院01专业组(不限)
8767,四川外国语大学成都学院01专业组(不限)
8769,成都锦城学院01专业组(不限)
8770,西南财经大学天府学院01专业组(不限)
8771,四川大学锦江学院01专业组(不限)
8774,西南交通大学希望学院01专业组(不限)
8781,吉利学院01专业组(不限)
8801,重庆城市科技学院01专业组(不限)
8802,重庆外语外事学院01专业组(不限)
8803,重庆对外经贸学院01专业组(不限)
8803,重庆对外经贸学院02专业组(化学或地理)
8803,重庆对外经贸学院03专业组(思想政治)
8804,重庆财经学院01专业组(不限)
8805,重庆工商大学派斯学院01专业组(不限)
8805,重庆工商大学派斯学院02专业组(化学或地理)
8806,重庆移通学院01专业组(不限)
8808,重庆人文科技学院01专业组(不限)
8841,贵阳人文科技学院01专业组(不限)
8870,云南大学滇池学院01专业组(不限)
8871,丽江文化旅游学院01专业组(不限)
8873,昆明医科大学海源学院01专业组(不限)
8874,云南艺术学院文华学院01专业组(不限)
8875,昆明文理学院01专业组(不限)
8876,昆明理工大学津桥学院01专业组(不限)
8878,云南经济管理学院01专业组(不限)
8901,西安培华学院01专业组(不限)
8902,西安欧亚学院01专业组(不限)
8903,西安外事学院01专业组(不限)
8905,西京学院01专业组(不限)
8906,西安思源学院01专业组(不限)
8907,陕西国际商贸学院01专业组(不限)
8907,陕西国际商贸学院02专业组(化学)
8910,西安交通大学城市学院01专业组(不限)
8911,西北大学现代学院01专业组(不限)
8912,西安建筑科技大学华清学院01专业组(不限)
8913,西安财经大学行知学院01专业组(不限)
8914,西安工商学院01专业组(不限)
8915,延安大学西安创新学院01专业组(不限)
8916,西安明德理工学院01专业组(不限)
8918,西安科技大学高新学院01专业组(不限)
8940,兰州工商学院01专业组(不限)
8941,兰州博文科技学院01专业组(不限)
8941,兰州博文科技学院02专业组(化学)
8970,宁夏理工学院01专业组(不限)
8971,宁夏大学新华学院01专业组(不限)
8972,银川能源学院01专业组(不限)
