院校代码,院校,批次,类型,专业组,首选科目要求,再选科目要求,专业名称,专业代号,2022年最高分,2022年最高位次,2022年最低分,2022年最低位次,2021年最高分,2021年最高位次,2021年最低分,2021年最低位次
1111,清华大学,提前本科其他院校,普通类,清华大学01专业组(思想政治),历史,思想政治,马克思主义理论,01,633,前107,633,前107,,,,
